Symbol	HitsOnWSB	Company Name	industry	"Market Cap
"
BSGA	0	Blue Safari Group Acquisition	Blank Check / SPAC	"75.22M
"
BSGM	0	BioSig Technologies	Health Care Equipment & Supplies	"64.97M
"
BSKY	0	Big Sky Growth Partners	Blank Check / SPAC	"362.62M
"
BSM	0	Black Stone Minerals	"""Oil, Gas & Consumable Fuels"""	"2.46B
"
BSMX	0	Banco Santander Mexico	Banks	"7.67B
"
BSQR	0	Bsquare	Software	"33.39M
"
BSRR	0	Sierra Bancorp	Banks	"406.49M
"
BSVN	0	Bank7	Banks	"217.17M
"
BSY	0	Bentley Systems	Software-Application	"11.39B
"
BTAI	0	BioXcel Therapeutics	Biotechnology	"472.59M
"
BTAQ	0	Burgundy Technology Acquisition	Blank Check / SPAC	"443.42M
"
BTB	0	Bit Brother	Restaurants	"41.12M
"
BTBD	0	BT Brands	Restaurants	"15.73M
"
BTBT	0	Bit Digital	Software	"274.97M
"
BTCM	0	BIT Mining	Information Technology Services	"223.67M
"
BTCS	0	BTCS Inc.	Capital Markets	"54.77M
"
BTCY	0	Biotricity	Medical Devices	"165.08M
"
BTN	0	Ballantyne Strong	Entertainment	"57.09M
"
BTNB	0	Bridgetown 2 Holdings	Blank Check / SPAC	"370.01M
"
BTRS	0	BTRS Holdings	Software-Application	"1.07B
"
BTTR	0	Better Choice Company	Packaged Foods	"67.99M
"
BTWN	0	Bridgetown Holdings	Blank Check / SPAC	"730.35M
"
BTX	0	Brooklyn ImmunoTherapeutics	Biotechnology	"140.00M
"
BUR	0	Burford Capital	Asset Management	"2.12B
"
BURL	0	Burlington Stores	Specialty Retail	"15.91B
"
BUSE	0	First Busey	Banks	"1.56B
"
BV	0	BrightView Holdings	Commercial Services & Supplies	"1.41B
"
BVH	0	Bluegreen Vacations Holding	"""Hotels, Restaurants & Leisure"""	"623.73M
"
BVN	0	Compania de Minas Buenaventura SAA	Metals & Mining	"1.95B
"
BVS	0	Bioventus	Medical Devices	"772.10M
"
BVXV	0	BiondVax Pharmaceuticals	Pharmaceuticals	"25.87M
"
BWAC	0	Better World Acquisition	Blank Check / SPAC	"164.44M
"
BWAQ	0	Blue World Acquisition	Blank Check / SPAC	"113.01M
"
BWAY	0	Brainsway	Health Care Equipment & Supplies	"129.83M
"
BWB	0	Bridgewater Bancshares	Thrifts & Mortgage Finance	"493.62M
"
BWC	0	Blue Whale Acquisition I	Blank Check / SPAC	"289.46M
"
BWEN	0	Broadwind	Electrical Equipment	"36.04M
"
BWFG	0	Bankwell Financial Group	Banks	"265.85M
"
BWMN	0	Bowman Consulting Group	Consulting Services	"222.84M
"
BWMX	0	Betterware de Mexico	Internet & Direct Marketing Retail	"822.43M
"
BXC	0	BlueLinx Holdings	Trading Companies & Distributors	"725.87M
"
BXMT	0	Blackstone Mortgage Trust	Mortgage Real Estate Investment Trus...	"5.24B
"
BXP	0	Boston Properties	Equity Real Estate Investment Trusts...	"18.08B
"
BXRX	0	Baudax Bio	Biotechnology	"17.58M
"
BYFC	0	Broadway Financial	Thrifts & Mortgage Finance	"134.21M
"
BYN	0	Banyan Acquisition	Blank Check / SPAC	"269.73M
"
BYRN	0	Byrna Technologies	Aerospace & Defense	"269.43M
"
BYSI	0	BeyondSpring	Biotechnology	"132.30M
"
BYTS	0	BYTE Acquisition	Blank Check / SPAC	"403.30M
"
BZFD	0	BuzzFeed	Entertainment	"267.94M
"
BZH	0	Beazer Homes USA	Household Durables	"566.59M
"
BZUN	0	Baozun	Internet & Direct Marketing Retail	"965.98M
"
CAAP	0	Corporacion America Airports	Transportation Infrastructure	"884.97M
"
CAAS	0	China Automotive Systems	Auto Components	"84.69M
"
CABA	0	Cabaletta Bio	Biotechnology	"86.13M
"
CABO	0	Cable One	Media	"9.39B
"
CAC	0	Camden National	Banks	"727.27M
"
CACI	0	CACI International	IT Services	"5.77B
"
CADE	0	Cadence Bank	Banks	"6.05B
"
CADL	0	Candel Therapeutics	Biotechnology	"128.53M
"
CAE	0	CAE Inc.	Aerospace & Defense	"8.18B
"
CAH	0	Cardinal Health	Health Care Providers & Services	"14.46B
"
CAJ	0	Canon	"""Technology Hardware, Storage & Periph..."""	"24.96B
"
CALA	0	Calithera Biosciences	Biotechnology	"43.66M
"
CALB	0	California BanCorp	Banks	"181.09M
"
CALT	0	Calliditas Therapeutics AB	Biotechnology	"557.18M
"
CALX	0	Calix	Communications Equipment	"3.32B
"
CAMP	0	CalAmp	Communications Equipment	"215.06M
"
CAMT	0	Camtek	Semiconductors & Semiconductor Equipment	"1.57B
"
CANF	0	Can-Fite BioPharma	Biotechnology	"32.35M
"
CANG	0	Cango	Internet & Direct Marketing Retail	"503.54M
"
CANO	0	Cano Health	Diversified Financial Services	"1.08B
"
CAPL	0	CrossAmerica Partners LP	"""Oil, Gas & Consumable Fuels"""	"846.50M
"
CAPR	0	Capricor Therapeutics	Biotechnology	"88.63M
"
CARA	0	Cara Therapeutics	Pharmaceuticals	"612.10M
"
CARG	0	Cargurus	Interactive Media & Services	"3.89B
"
CARV	0	Carver Bancorp	Thrifts & Mortgage Finance	"29.30M
"
CAS	0	Cascade Acquisition	Blank Check / SPAC	"287.50M
"
CASA	0	Casa Systems	Communications Equipment	"381.87M
"
CASI	0	CASI Pharmaceuticals	Biotechnology	"93.87M
"
CASS	0	Cass Information Systems	IT Services	"577.92M
"
CASY	0	Casey's General Stores	Food & Staples Retailing	"7.00B
"
CATC	0	Cambridge Bancorp	Banks	"625.40M
"
CATO	0	The Cato Corporation	Specialty Retail	"367.82M
"
CATY	0	Cathay General Bancorp	Banks	"3.52B
"
CBAN	0	Colony Bankcorp	Banks	"229.35M
"
CBAT	0	CBAK Energy Technology	Electrical Equipment	"109.11M
"
CBAY	0	CymaBay Therapeutics	Pharmaceuticals	"254.85M
"
CBFV	0	CB Financial Services	Banks	"131.01M
"
CBIO	0	Catalyst Biosciences	Biotechnology	"19.02M
"
CBL	0	CBL Properties	Equity Real Estate Investment Trusts...	"5.76B
"
CBNK	0	Capital Bancorp	Banks	"349.48M
"
CBRG	0	Chain Bridge I	Blank Check / SPAC	"284.05M
"
CBRL	0	Cracker Barrel Old Country Store	"""Hotels, Restaurants & Leisure"""	"2.85B
"
CBSH	0	Commerce Bancshares	Banks	"8.53B
"
CBTX	0	"""CBTX, Inc."""	Banks	"723.38M
"
CBU	0	Community Bank System	Banks	"3.86B
"
CBZ	0	"""CBIZ, Inc."""	Professional Services	"2.02B
"
CCAC	0	CITIC Capital Acquisition	Blank Check / SPAC	"251.16M
"
CCAI	0	Cascadia Acquisition	Blank Check / SPAC	"182.06M
"
CCAP	0	Crescent Capital BDC	Asset Management	"612.60M
"
CCB	0	Coastal Financial	Banks	"640.55M
"
CCBG	0	Capital City Bank Group	Banks	"466.56M
"
CCCC	0	C4 Therapeutics	Biotechnology	"1.24B
"
CCCS	0	CCC Intelligent Solutions Holdings	Software-Infrastructure	"6.30B
"
CCEL	0	Cryo-Cell International	Health Care Providers & Services	"80.18M
"
CCEP	0	Coca-Cola Europacific Partners	Beverages	"26.60B
"
CCF	0	Chase	Chemicals	"908.98M
"
CCK	0	Crown Holdings	Containers & Packaging	"14.84B
"
CCLP	0	CSI Compressco LP	Energy Equipment & Services	"203.56M
"
CCM	0	Concord Medical Services Holding	Health Care Providers & Services	"78.15M
"
CCMP	0	CMC Materials	Semiconductors & Semiconductor Equipment	"5.31B
"
CCNC	0	Code Chain New Continent	Coking Coal	"48.38M
"
CCNE	0	CNB Financial	Banks	"447.50M
"
CCO	0	Clear Channel Outdoor Holdings	Media	"1.45B
"
CCOI	0	Cogent Communications Holdings	Diversified Telecommunication Services	"3.10B
"
CCRD	0	CoreCard	Software	"317.04M
"
CCRN	0	Cross Country Healthcare	Health Care Providers & Services	"835.32M
"
CCSI	0	Consensus Cloud Solutions	Software-Infrastructure	"1.14B
"
CCTS	0	Cactus Acquisition 1	Blank Check / SPAC	"135.07M
"
CCU	0	"""Compania Cervecerias Unidas,"""	Beverages	"3.06B
"
CCV	0	Churchill Capital Corp V	Blank Check / SPAC	"614.37M
"
CCVI	0	Churchill Capital VI	Blank Check / SPAC	"676.89M
"
CDAK	0	Codiak BioSciences	Biotechnology	"140.46M
"
CDAQ	0	Compass Digital Acquisition	Blank Check / SPAC	"241.25M
"
CDAY	0	Ceridian HCM Holding	Software	"11.83B
"
CDE	0	Coeur Mining	Metals & Mining	"1.25B
"
CDEV	0	Centennial Resource Development	"""Oil, Gas & Consumable Fuels"""	"2.37B
"
CDK	0	CDK Global	Software	"5.16B
"
CDLX	0	Cardlytics	Media	"2.33B
"
CDMO	0	Avid Bioservices	Biotechnology	"1.17B
"
CDNA	0	CareDx	Biotechnology	"2.22B
"
CDNS	0	Cadence Design Systems	Software	"42.02B
"
CDR	0	Cedar Realty Trust	Equity Real Estate Investment Trusts...	"317.88M
"
CDRE	0	Cadre Holdings	Aerospace & Defense	"737.64M
"
CDRO	0	Codere Online Luxembourg	Gambling	"108.45M
"
CDTX	0	Cidara Therapeutics	Biotechnology	"60.02M
"
CDW	0	CDW Corporation	"""Electronic Equipment, Instruments & C..."""	"25.71B
"
CDXC	0	ChromaDex	Life Sciences Tools & Services	"195.31M
"
CDXS	0	Codexis	Life Sciences Tools & Services	"1.34B
"
CDZI	0	Cadiz	Water Utilities	"118.74M
"
CEA	0	China Eastern Airlines	Airlines	"14.35B
"
CECE	0	CECO Environmental	Commercial Services & Supplies	"224.16M
"
CEIX	0	CONSOL Energy	"""Oil, Gas & Consumable Fuels"""	"825.80M
"
CELC	0	Celcuity	Biotechnology	"169.93M
"
CELP	0	Cypress Environmental Partners	Energy Equipment & Services	"12.34M
"
CELU	0	Celularity	Biotechnology	"569.17M
"
CELZ	0	Creative Medical Technology Holdings	Biotechnology	"12.72M
"
CENQ	0	CENAQ Energy	Blank Check / SPAC	"216.54M
"
CENTA	0	Central Garden & Pet Company	Household Products	"2.46B
"
CENX	0	Century Aluminum Company	Metals & Mining	"1.43B
"
CEPU	0	Central Puerto	Independent Power and Renewable Elect...	"525.48M
"
CEQP	0	Crestwood Equity Partners LP	"""Oil, Gas & Consumable Fuels"""	"1.77B
"
CERE	0	Cerevel Therapeutics Holdings	Biotechnology	"3.99B
"
CERS	0	Cerus	Health Care Equipment & Supplies	"919.90M
"
CERT	0	Certara	Biotechnology	"4.27B
"
CETX	0	Cemtrex	"""Electronic Equipment, Instruments & C..."""	"17.51M
"
CEVA	0	"""CEVA, Inc."""	Semiconductors & Semiconductor Equipment	"839.47M
"
CFB	0	CrossFirst Bankshares	Banks	"779.45M
"
CFBK	0	CF Bankshares	Thrifts & Mortgage Finance	"137.81M
"
CFFE	0	CF Acquisition VIII	Blank Check / SPAC	"316.95M
"
CFFI	0	C&F Financial	Banks	"183.78M
"
CFFN	0	Capitol Federal Financial	Thrifts & Mortgage Finance	"1.55B
"
CFFS	0	CF Acquisition VII	Blank Check / SPAC	"222.36M
"
CFG	0	Citizens Financial Group	Banks	"22.35B
"
CFIV	0	CF Acquisition IV	Blank Check / SPAC	"621.03M
"
CFMS	0	Conformis	Health Care Equipment & Supplies	"116.63M
"
CFR	0	Cullen/Frost Bankers	Banks	"9.10B
"
CFRX	0	ContraFect	Biotechnology	"115.24M
"
CFSB	0	CFSB Bancorp	Banks-Regional	"67.43M
"
CFX	0	Colfax	Machinery	"6.57B
"
CGA	0	China Green Agriculture	Chemicals	"70.28M
"
CGAU	0	Centerra Gold	Gold	"2.44B
"
CGBD	0	TCG BDC	Capital Markets	"760.39M
"
CGEM	0	Cullinan Oncology	Biotechnology	"610.27M
"
CGEN	0	Compugen	Life Sciences Tools & Services	"300.43M
"
CGNT	0	Cognyte Software	Software-Infrastructure	"753.19M
"
CGNX	0	Cognex	"""Electronic Equipment, Instruments & C..."""	"11.74B
"
CGTX	0	Cognition Therapeutics	Biotechnology	"97.84M
"
CHAA	0	Catcha Investment	Blank Check / SPAC	"364.50M
"
CHCI	0	Comstock Holding Companies	Household Durables	"38.78M
"
CHCO	0	City Holding Company	Banks	"1.20B
"
CHCT	0	Community Healthcare Trust	Equity Real Estate Investment Trusts...	"1.11B
"
CHDN	0	Churchill Downs	"""Hotels, Restaurants & Leisure"""	"8.05B
"
CHE	0	Chemed	Health Care Providers & Services	"7.20B
"
CHEF	0	The Chefs' Warehouse	Food & Staples Retailing	"1.11B
"
CHEK	0	Check-Cap	Health Care Equipment & Supplies	"56.88M
"
CHH	0	Choice Hotels International	"""Hotels, Restaurants & Leisure"""	"8.04B
"
CHK	0	Chesapeake Energy	"""Oil, Gas & Consumable Fuels"""	"8.02B
"
CHKP	0	Check Point Software Technologies	Software	"16.08B
"
CHMG	0	Chemung Financial	Banks	"215.27M
"
CHMI	0	Cherry Hill Mortgage Investment	Mortgage Real Estate Investment Trus...	"144.50M
"
CHNR	0	China Natural Resources	Metals & Mining	"34.81M
"
CHPM	0	CHP Merger	Shell Companies	"380.63M
"
CHRA	0	Charah Solutions	Commercial Services & Supplies	"175.39M
"
CHRS	0	Coherus BioSciences	Biotechnology	"969.80M
"
CHRW	0	C.H. Robinson Worldwide	Air Freight & Logistics	"13.59B
"
CHS	0	Chico's FAS	Specialty Retail	"583.30M
"
CHT	0	Chunghwa Telecom Co.	Diversified Telecommunication Services	"33.66B
"
CHTR	0	Charter Communications	Media	"103.11B
"
CHUY	0	Chuy's Holdings	"""Hotels, Restaurants & Leisure"""	"507.72M
"
CHWA	0	CHW Acquisition	Blank Check / SPAC	"153.42M
"
CHX	0	ChampionX	Energy Equipment & Services	"4.82B
"
CI	0	Cigna	Health Care Providers & Services	"74.87B
"
CIAN	0	Cian PLC	Real Estate Services	"628.98M
"
CIB	0	Bancolombia	Banks	"8.95B
"
CIDM	0	Cinedigm	Entertainment	"153.24M
"
CIFR	0	Cipher Mining	Capital Markets	"760.53M
"
CIG	0	Companhia Energetica de Minas Gerais	Electric Utilities	"4.71B
"
CIGI	0	Colliers International Group	Real Estate Management & Development	"6.47B
"
CIH	0	China Index Holdings	Professional Services	"91.33M
"
CIIG	0	CIIG Capital Partners II	Blank Check / SPAC	"303.19M
"
CIM	0	Chimera Investment	Mortgage Real Estate Investment Trus...	"3.39B
"
CINC	0	CinCor Pharma	Biotechnology	"693.86M
"
CINF	0	Cincinnati Financial	Insurance	"19.07B
"
CING	0	Cingulate	Biotechnology	"21.15M
"
CINR	0	Ciner Resources LP	Chemicals	"429.48M
"
CINT	0	CI&T Inc.	Software-Infrastructure	"1.72B
"
CION	0	CĪON Investment	Asset Management	"0.00
"
CIR	0	CIRCOR International	Machinery	"546.16M
"
CISO	0	Cerberus Cyber Sentinel	Software-Infrastructure	"576.34M
"
CITE	0	Cartica Acquisition	Blank Check / SPAC	"251.25M
"
CIVB	0	Civista Bancshares	Banks	"360.42M
"
CIVI	0	Civitas Resources	Oil & Gas E&P	"4.66B
"
CIX	0	CompX International	Commercial Services & Supplies	"273.79M
"
CIXX	0	CI Financial	Asset Management	"3.73B
"
CIZN	0	Citizens Holding Company	Banks	"100.44M
"
CJJD	0	China Jo-Jo Drugstores	Food & Staples Retailing	"14.89M
"
CKPT	0	Checkpoint Therapeutics	Biotechnology	"213.62M
"
CKX	0	CKX Lands	Real Estate Management & Development	"22.34M
"
CLAA	0	Colonnade Acquisition II	Blank Check / SPAC	"400.95M
"
CLAQ	0	CleanTech Acquisition	Blank Check / SPAC	"214.55M
"
CLAR	0	Clarus	Leisure Products	"845.17M
"
CLAS	0	Class Acceleration	Blank Check / SPAC	"315.03M
"
CLAY	0	Chavant Capital Acquisition	Blank Check / SPAC	"98.60M
"
CLB	0	Core Laboratories	Energy Equipment & Services	"1.28B
"
CLBK	0	Columbia Financial	Thrifts & Mortgage Finance	"2.28B
"
CLBR	0	Colombier Acquisition	Blank Check / SPAC	"207.65M
"
CLBS	0	Caladrius Biosciences	Biotechnology	"46.59M
"
CLBT	0	Cellebrite DI	Software-Infrastructure	"1.17B
"
CLDT	0	Chatham Lodging Trust	Equity Real Estate Investment Trusts...	"644.23M
"
CLDX	0	Celldex Therapeutics	Biotechnology	"1.47B
"
CLEU	0	China Liberal Education Holdings	Education & Training Services	"10.68M
"
CLFD	0	Clearfield	Communications Equipment	"834.09M
"
CLGN	0	CollPlant Biotechnologies	Biotechnology	"109.91M
"
CLH	0	Clean Harbors	Commercial Services & Supplies	"5.08B
"
CLIM	0	Climate Real Impact Solutions II Acquisition	Blank Check / SPAC	"294.93M
"
CLIR	0	ClearSign Technologies	"""Electronic Equipment, Instruments & C..."""	"39.47M
"
CLLS	0	Cellectis	Biotechnology	"290.01M
"
CLMT	0	Calumet Specialty Products Partners	"""Oil, Gas & Consumable Fuels"""	"1.14B
"
CLNN	0	Clene	Biotechnology	"184.44M
"
CLOE	0	Clover Leaf Capital	Blank Check / SPAC	"163.79M
"
CLPR	0	Clipper Realty	Equity Real Estate Investment Trusts...	"145.21M
"
CLPS	0	CLPS Incorporation	IT Services	"40.80M
"
CLPT	0	ClearPoint Neuro	Health Care Equipment & Supplies	"213.94M
"
CLR	0	Continental Resources	"""Oil, Gas & Consumable Fuels"""	"20.09B
"
CLRB	0	Cellectar BioSciences	Biotechnology	"38.74M
"
CLRM	0	Clarim Acquisition	Blank Check / SPAC	"349.67M
"
CLRO	0	ClearOne	Communications Equipment	"22.85M
"
CLS	0	Celestica	"""Electronic Equipment, Instruments & C..."""	"1.60B
"
CLSD	0	Clearside Biomedical	Pharmaceuticals	"116.35M
"
CLSN	0	Celsion	Biotechnology	"40.39M
"
CLST	0	Catalyst Bancorp	Banks-Regional	"72.42M
"
CLVR	0	Clever Leaves Holdings	Drug Manufacturers-Specialty & Generic	"60.06M
"
CLW	0	Clearwater Paper	Paper & Forest Products	"533.72M
"
CLWT	0	Euro Tech Holdings Company	Trading Companies & Distributors	"12.60M
"
CLXT	0	Calyxt	Biotechnology	"72.01M
"
CM	0	Canadian Imperial Bank of Commerce	Banks	"57.34B
"
CMAX	0	CareMax	Health Information Services	"564.24M
"
CMBM	0	Cambium Networks	Communications Equipment	"672.81M
"
CMCA	0	Capitalworks Emerging Markets Acquisition	Blank Check / SPAC	"287.50M
"
CMCL	0	Caledonia Mining	Metals & Mining	"149.44M
"
CMCM	0	Cheetah Mobile	Software	"183.05M
"
CMCO	0	Columbus McKinnon	Machinery	"1.26B
"
CMCT	0	CIM Commercial Trust	Equity Real Estate Investment Trusts...	"180.64M
"
CMI	0	Cummins	Machinery	"32.26B
"
CMLS	0	Cumulus Media	Media	"217.33M
"
CMMB	0	Chemomab Therapeutics	Biotechnology	"56.32M
"
CMP	0	Compass Minerals International	Metals & Mining	"1.85B
"
CMPI	0	Checkmate Pharmaceuticals	Biotechnology	"54.94M
"
CMPO	0	CompoSecure	Shell Companies	"228.28M
"
CMPR	0	Cimpress	Commercial Services & Supplies	"1.73B
"
CMPX	0	Compass Therapeutics	Biotechnology	"164.20M
"
CMRE	0	Costamare	Marine	"1.64B
"
CMRX	0	Chimerix	Biotechnology	"500.33M
"
CMS	0	CMS Energy	Multi-Utilities	"18.35B
"
CMT	0	Core Molding Technologies	Chemicals	"66.44M
"
CMTG	0	Claros Mortgage Trust	REIT-Mortgage	"2.42B
"
CMTL	0	Comtech Telecommunications	Communications Equipment	"534.59M
"
CNA	0	CNA Financial	Insurance	"12.51B
"
CNCE	0	Concert Pharmaceuticals	Biotechnology	"117.50M
"
CND	0	Concord Acquisition	Blank Check / SPAC	"353.58M
"
CNDA	0	Concord Acquisition II	Blank Check / SPAC	"303.28M
"
CNDB	0	Concord Acquisition III	Blank Check / SPAC	"359.96M
"
CNDT	0	Conduent	IT Services	"1.02B
"
CNET	0	ZW Data Action Technologies	Media	"29.26M
"
CNEY	0	CN Energy Group	Specialty Chemicals	"39.01M
"
CNF	0	CNFinance Holdings	Thrifts & Mortgage Finance	"235.24M
"
CNFR	0	Conifer Holdings	Insurance	"22.62M
"
CNGL	0	Canna-Global Acquisition	Blank Check / SPAC	"255.05M
"
CNHI	0	CNH Industrial	Machinery	"20.88B
"
CNI	0	Canadian National Railway Company	Road & Rail	"86.08B
"
CNM	0	Core & Main	Industrial Distribution	"4.10B
"
CNMD	0	CONMED	Health Care Equipment & Supplies	"4.07B
"
CNNB	0	Cincinnati Bancorp	Banks-Regional	"43.65M
"
CNNE	0	Cannae Holdings	Diversified Financial Services	"2.69B
"
CNO	0	CNO Financial Group	Insurance	"3.09B
"
CNOB	0	ConnectOne Bancorp	Banks	"1.30B
"
CNP	0	CenterPoint Energy	Multi-Utilities	"17.66B
"
CNQ	0	Canadian Natural Resources	"""Oil, Gas & Consumable Fuels"""	"61.76B
"
CNR	0	Cornerstone Building Brands	Building Products	"1.94B
"
CNSL	0	Consolidated Communications Holdings	Diversified Telecommunication Services	"818.73M
"
CNSP	0	CNS Pharmaceuticals	Pharmaceuticals	"16.18M
"
CNTA	0	Centessa Pharmaceuticals	Biotechnology	"856.76M
"
CNTB	0	Connect Biopharma Holdings	Biotechnology	"282.24M
"
CNTG	0	Centogene	Biotechnology	"101.30M
"
CNTQ	0	Chardan NexTech Acquisition 2	Blank Check / SPAC	"134.87M
"
CNTX	0	Context Therapeutics	Pharmaceuticals	"21.84M
"
CNTY	0	Century Casinos	"""Hotels, Restaurants & Leisure"""	"303.55M
"
CNVY	0	Convey Holding Parent	Health Information Services	"573.84M
"
CNX	0	CNX Resources	"""Oil, Gas & Consumable Fuels"""	"3.11B
"
CNXC	0	Concentrix	IT Services	"10.55B
"
CNXN	0	PC Connection	"""Electronic Equipment, Instruments & C..."""	"1.13B
"
COCP	0	Cocrystal Pharma	Pharmaceuticals	"56.53M
"
CODA	0	Coda Octopus Group	"""Electronic Equipment, Instruments & C..."""	"64.71M
"
CODI	0	Compass Diversified Holdings	Diversified Financial Services	"1.74B
"
CODX	0	Co-Diagnostics	Health Care Equipment & Supplies	"211.70M
"
COE	0	China Online Education Group	Diversified Consumer Services	"18.60M
"
COFS	0	ChoiceOne Financial Services	Banks	"198.52M
"
COGT	0	Cogent Biosciences	Biotechnology	"303.27M
"
COHN	0	Cohen & Company	Capital Markets	"25.84M
"
COHR	0	Coherent	"""Electronic Equipment, Instruments & C..."""	"6.39B
"
COHU	0	"""Cohu, Inc."""	Semiconductors & Semiconductor Equipment	"1.58B
"
COKE	0	Coca-Cola Consolidated	Beverages	"5.31B
"
COLB	0	Columbia Banking System	Banks	"2.73B
"
COLI	0	Colicity	Blank Check / SPAC	"419.17M
"
COLL	0	Collegium Pharmaceutical	Pharmaceuticals	"623.62M
"
COMM	0	CommScope Holding Company	Communications Equipment	"1.96B
"
COMP	0	Compass	Software-Application	"3.54B
"
COMS	0	ComSovereign Holding	Telecom Services	"43.85M
"
CONN	0	Conn's	Specialty Retail	"723.75M
"
CONX	0	CONX Corp.	Blank Check / SPAC	"920.45M
"
COOP	0	Mr. Cooper Group	Thrifts & Mortgage Finance	"2.98B
"
CORR	0	CorEnergy Infrastructure Trust	Equity Real Estate Investment Trusts...	"55.30M
"
CORS	0	Corsair Partnering	Blank Check / SPAC	"260.55M
"
CORT	0	Corcept Therapeutics	Pharmaceuticals	"2.17B
"
COUP	0	Coupa Software	Software	"10.03B
"
COVA	0	COVA Acquisition	Blank Check / SPAC	"363.37M
"
COWN	0	Cowen	Capital Markets	"885.19M
"
CPAA	0	Conyers Park III Acquisition	Blank Check / SPAC	"437.77M
"
CPAC	0	Cementos Pacasmayo	Construction Materials	"556.54M
"
CPAR	0	Catalyst Partners Acquisition	Blank Check / SPAC	"432.61M
"
CPF	0	Central Pacific Financial	Banks	"802.05M
"
CPHC	0	Canterbury Park Holding	"""Hotels, Restaurants & Leisure"""	"90.55M
"
CPHI	0	China Pharma Holdings	Pharmaceuticals	"19.83M
"
CPIX	0	Cumberland Pharmaceuticals	Pharmaceuticals	"52.08M
"
CPLG	0	CorePoint Lodging	Equity Real Estate Investment Trusts...	"928.44M
"
CPLP	0	Capital Product Partners	"""Oil, Gas & Consumable Fuels"""	"313.03M
"
CPOP	0	Pop Culture Group	Advertising Agencies	"37.76M
"
CPRT	0	Copart	Commercial Services & Supplies	"30.70B
"
CPRX	0	Catalyst Pharmaceuticals	Biotechnology	"600.15M
"
CPS	0	Cooper-Standard Holdings	Auto Components	"347.81M
"
CPSH	0	CPS Technologies	"""Electronic Equipment, Instruments & C..."""	"45.78M
"
CPSI	0	Computer Programs & Systems	Health Care Technology	"410.16M
"
CPSS	0	Consumer Portfolio Services	Consumer Finance	"253.73M
"
CPT	0	Camden Property Trust	Equity Real Estate Investment Trusts...	"16.30B
"
CPTK	0	Crown PropTech Acquisitions	Blank Check / SPAC	"340.34M
"
CQP	0	Cheniere Energy Partners LP	"""Oil, Gas & Consumable Fuels"""	"24.28B
"
CRAI	0	CRA International	Professional Services	"645.12M
"
CRBP	0	Corbus Pharmaceuticals Holdings	Biotechnology	"58.86M
"
CRBU	0	Caribou Biosciences	Biotechnology	"668.73M
"
CRC	0	California Resources	"""Oil, Gas & Consumable Fuels"""	"3.64B
"
CRCT	0	Cricut	Computer Hardware	"4.33B
"
CRD.A	0	Crawford & Company	Insurance Brokers	"396.21M
"
